Offense Code,Offense_Category,Suggested Bin,Offense,Citation,Statute,L/D
62990049,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,HUNT CERTAIN PARTS BIG SANDY CREEK W/PREV CONV,350.001,PWC,FS
62990052,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,RULES RELATE RESIDENCE TO HUNTING,11.004,PWC,MA
62990053,4400,bin_44_produce_agriculture_infectious_disease,OYSTER REGULATIONS,76.118(b),PWC,MB
62990054,4400,bin_44_produce_agriculture_infectious_disease,OYSTER REGULATIONS PREV CONV IAT,76.118(e),PWC,MA
62990055,4400,bin_44_produce_agriculture_infectious_disease,OYSTER REGULATIONS 2+ PREV CONV,76.118(f),PWC,F*
62990057,4400,bin_44_produce_agriculture_infectious_disease,OYSTER RESTRICTED AREA PREV CONV IAT,76.118(e-1),PWC,FS
62990058,4400,bin_44_produce_agriculture_infectious_disease,OYSTER NIGHT DREDGING/RESTRICTED/CLOSED AREA,76.118(c),PWC,MA
62990059,4400,bin_44_produce_agriculture_infectious_disease,OYSTER NGHT DRDG/RSTRCT/CLSD AREA PREV CON IAT,76.118(g),PWC,F*
62990060,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,GAME AND FISH RESERVE VIOLATION,82.409,PWC,MB
62990061,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,MANAGE WILDLIFE/EXOTIC ANIM AIRCRAFT VIOLATION,43.111,PWC,MA
62990062,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,SHRIMP REGULATION VIOLATION W/PREV,77.020(b),PWC,MB
62990063,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,SHRIMP REGULATION VIOLATION W/2+ PREV,77.020(c),PWC,MA
62990064,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,ENDANGERED SPECIES REGULATION VIOL W/PREV,68.021(b),PWC,MB
62990065,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,ENDANGERED SPECIES REGULATION VIOL W/2+ PREV,68.021(c),PWC,MA
62990066,4600,bin_46_haz_mat_waste,RECK VIOLATION SCRAP TIRE REGULATIONS,7.1855(b),WC,M*
62990067,4600,bin_46_haz_mat_waste,INT/KNOW VIOLATE SCRAP TIRE REGULATIONS,7.1856(b),WC,FS
62990068,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,VIOLATION NON-GAME SPECIES REG W/PREV CONV,67.005(b),PWC,MB
62990069,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,VIOLATION NON-GAME SPECIES REG W/2+ PREV CONV,67.005(c),PWC,MA
62990070,4400,bin_44_produce_agriculture_infectious_disease,EXOTIC/PROTECTED AQUATIC LIFE VIOL W/PREV IAT,66.012(e),PWC,MB
62990071,4400,bin_44_produce_agriculture_infectious_disease,EXOTIC/PROTECTED AQUATIC VIOL W/2+ PREV IAT,66.012(f),PWC,MA
62990072,4400,bin_44_produce_agriculture_infectious_disease,PROHIBITED ACTS UNLIC ALIEN VESSEL,66.308,PWC,MB
62990073,4400,bin_44_produce_agriculture_infectious_disease,CULTIVATED OYSTER MARICULTURE VIOLATIONS,75.0107(b),PWC,MB
62990074,4400,bin_44_produce_agriculture_infectious_disease,UNLAWFUL SALE/PURCHASE AQUATIC PROD =>300LBS,47.053(a)(3),PWC,FS
62990075,4400,bin_44_produce_agriculture_infectious_disease,OYSTER SIZE/CLOSED AREA W/2+ PREV CONV IAT,76.118(e-2),PWC,MB
62990076,4400,bin_44_produce_agriculture_infectious_disease,OYSTER POSS SIZE/CLOSED AREA W/PREV CONV IAT,76.118(e-3),PWC,MB
62990077,4400,bin_44_produce_agriculture_infectious_disease,OYSTER CAP/CREW SIZE/CLOSED AREA 2+ CONV IAT,76.118(e-4),PWC,MA
62990078,4400,bin_44_produce_agriculture_infectious_disease,UNLAWFUL SALE/PUR AQUATIC PROD >=10LBS<100LBS,47.053(a)(1),PWC,MB
62990079,4400,bin_44_produce_agriculture_infectious_disease,UNLAWFUL SALE/PUR AQUATIC PROD >=100LBS<300LBS,47.053(a)(2),PWC,MA
62999999,4400,bin_44_produce_agriculture_infectious_disease,CONSERVATION VIOL CLASS C,CLASS C,X,MC
63000001,5400,bin_54_money_laundering_illegal_barter_exp_prop,"MONEY LAUNDERING >=$2,500<$30K",34.02(e)(1),PC,FS
63000002,5400,bin_54_money_laundering_illegal_barter_exp_prop,MONEY LAUNDERING >=$30K<$150K,34.02(e)(2),PC,F3
63000003,5400,bin_54_money_laundering_illegal_barter_exp_prop,MONEY LAUNDERING >=$150K<$300K,34.02(e)(3),PC,F2
63000004,5400,bin_54_money_laundering_illegal_barter_exp_prop,MONEY LAUNDERING >=$300K,34.02(e)(4),PC,F1
63000005,5400,bin_54_money_laundering_illegal_barter_exp_prop,ILLEGAL BARTER/EXPENDITURE OF PROPERTY/FINANCE,481.126(b),HSC,F1
63000006,5400,bin_54_money_laundering_illegal_barter_exp_prop,ILLEGAL BARTER/EXPENDITURE OF PROPERTY/FINANCE,481.126(b),HSC,F2
64050001,400,bin_04_sexual_assault,SEXUAL PERF CHILD <14 EMPLOY/INDUCE/AUTHORIZE,43.25(c),PC,F1
64050002,400,bin_04_sexual_assault,SEXUAL PERFORM CHILD EMPLOY INDUCE/AUTHORIZE,43.25(c),PC,F2
64050003,400,bin_04_sexual_assault,SEXUAL PERF BY CHILD <14 YRS PRODUCE/DIR/PROMO,43.25(e),PC,F2
64050004,400,bin_04_sexual_assault,SEXUAL PERFORM CHILD PRODUCE/DIRECT/PROMOTE,43.25(e),PC,F3
64070001,2900,bin_29_prostitution,COMPELLING PROSTITUTION UNDER AGE 18,43.05(b),PC,F1
64080001,400,bin_04_sexual_assault,ONLINE SOLICIT OF A MINOR,33.021(b),PC,F3
64080002,400,bin_04_sexual_assault,ONLINE SOLICIT OF A MINOR SEXUAL CONDUCT,33.021(c),PC,F2
64080003,400,bin_04_sexual_assault,ONLINE SOLICITATION OF A  MINOR UNDER 14,33.021(f),PC,F2
64110001,100,bin_01_human_trafficking,SMUGGLING OF PERSONS,20.05(b),PC,F3
64110002,100,bin_01_human_trafficking,SMUGGLING OF PERSONS: LIKELIHOOD SBI OR DEATH,20.05(b)(1)(A),PC,F2
64110003,100,bin_01_human_trafficking,SMUGGLING OF PERSONS: UNDER 18 YOA,20.05(b)(1)(B),PC,F2
64110004,100,bin_01_human_trafficking,SMUGGLING OF PERSONS:BECAME SX ASSLT VICT IAT,20.05(b)(2)(A),PC,F1
64110005,100,bin_01_human_trafficking,SMUGGLING OF PERSONS: SBI OR DEATH,20.05(b)(2)(B),PC,F1
64110006,100,bin_01_human_trafficking,CONTINUOUS SMUGGLING OF PERSONS,20.06(e),PC,F2
64110007,100,bin_01_human_trafficking,CONT SMUGGLING OF PERSONS:LIKELIHOOD SBI/DEATH,20.06(f)(1),PC,F1
64110008,100,bin_01_human_trafficking,CONT SMUGGLING OF PERSONS: UNDER 18 YOA,20.06(f)(2),PC,F1
64110009,100,bin_01_human_trafficking,CONT SMUGGLE PERSONS:BECAME SX ASSLT VICT IAT,20.06(g)(1),PC,F1
64110010,100,bin_01_human_trafficking,CONT SMUGGLING OF PERSONS: SBI OR DEATH,20.06(g)(2),PC,F1
64110011,100,bin_01_human_trafficking,TRAFFICKING PERSON CAUSE DEATH OF UNBORN CHILD,20A.02(b)(3),PC,F1
64110012,100,bin_01_human_trafficking,TRAFFICKING PERSON ENGAGE CONDUCT/SEXUAL,20A.02(a)(3),PC,F2
64110013,100,bin_01_human_trafficking,TRAFFICKING PERSON ENGAGE CONDUCT/SEX/BENEFIT,20A.02(a)(4),PC,F2
64110014,100,bin_01_human_trafficking,TRAFFICKING CHILD WITH INTENT FORCED LABOR,20A.02(a)(5),PC,F1
64110015,100,bin_01_human_trafficking,TRAFFICK A CHILD W/INTENT FORCED LABOR BENEFIT,20A.02(a)(6),PC,F1
64110016,100,bin_01_human_trafficking,TRAFFICKING CHILD ENGAGE CONDUCT/SEXUAL,20A.02(a)(7),PC,F1
64110017,100,bin_01_human_trafficking,TRAFFICKING CHILD ENGAGE CONDUCT/SEX/BENEFIT,20A.02(a)(8),PC,F1
64110018,100,bin_01_human_trafficking,TRAFFICKING OF PERSON,20A.02(b),PC,F2
64110019,100,bin_01_human_trafficking,TRAFFIC OF PERSONS <18 PROST/FORCED LABOR,20A.02(b)(1),PC,F1
64110020,100,bin_01_human_trafficking,TRAFFICKING A PERSON CAUSING DEATH,20A.02(b)(2),PC,F1
64110021,100,bin_01_human_trafficking,TRAFFICKING OF PERSONS: CONTINUOUS,20A.03(e),PC,F1
70990003,5500,bin_55_negligence_fail_render_aid,CONCEAL/CANCEL PERSON DIRECTIVE W/O CONSENT,166.048,HSC,MA
70990007,5500,bin_55_negligence_fail_render_aid,DENIAL OF EMERGENCY SERVICE RESULT IN DEATH,311.022(e),HSC,F3
70990008,5500,bin_55_negligence_fail_render_aid,DENIAL OF EMERG SERVICE W/INJURIOUS RESULTS,311.022(d),HSC,MA
70990010,5500,bin_55_negligence_fail_render_aid,DISCRIM IN DENIAL OF HOSPITAL EMERG SERV,311.022,HSC,MB
70990011,4700,bin_47_civil_rights_discrimination,DISCRIM IN RATES/FARES/CHARGES FOR TRANSP,4015b,VCS,F*
70990012,4700,bin_47_civil_rights_discrimination,DISCRIMINATION OF PERSON SEEKING EMPLOYMENT,5196,VCS,M*
70990015,4700,bin_47_civil_rights_discrimination,CONTINGENT FEES ON EMPLOYEE OF LEGISLATION,305.022,GC,F3
70990016,5500,bin_55_negligence_fail_render_aid,FAIL TO REPORT ABUSE RESID MENTAL HEALTH INST,242.131(a),HSC,MA
70990019,4700,bin_47_civil_rights_discrimination,FAILURE TO REPORT SEIZURE BY PEACE OFFICER,103.05(e),ABC,M*
70990033,4700,bin_47_civil_rights_discrimination,PROMOTIONAL EXAM PROCEDURES VIOL,143.032(h)(1),LGC,M*
70990036,4700,bin_47_civil_rights_discrimination,UNJUST DISCRIMINATION-BY RAILROAD EMPLOYEES,6559i-4,VCS,F*
70990038,4500,bin_45_health_code,UNLAWFULLY ADMINISTER MEDICATION-HOME HEALTH,142.029,HSC,MB
70990044,4500,bin_45_health_code,AIDING SUICIDE/SBI,22.08(b),PC,FS
70990045,100,bin_01_human_trafficking,HARBORING RUNAWAY CHILD,25.06,PC,MA
70990052,3500,,,,,
70990054,3500,bin_35_violation_orders_conflict_interest_interference_records,NOTIFY TARGET OF CRIM INVEST CURR/FOREIGN,271.006,FNC,MA
70990055,4700,bin_47_civil_rights_discrimination,BLACKLISTING EMPLOYEE,52.031,LC,M*
70990056,1700,bin_17_abuse_of_position,FAILURE TO PAY EMPLOYEE WAGES,61.019,LC,F3
70990059,300,,,,,
70990062,2600,,,,,
70990063,2600,bin_26_elderly_at_risk_adult_endangerment,NOTIFY CHANGE IN FINANCIAL CONDITION NURSING,242.074,HSC,MA
70990064,4500,bin_45_health_code,TEXAS HEALTH CARE INFORMATION COUNCIL VIOL,108.0141,HSC,FS
70990065,4500,bin_45_health_code,CIVIL COMMITMENT REQUIREMENT,841.082,HSC,F3
70990066,2400,bin_24_child_endangerment,USE OF CHILD FOR SALES/SOLICITATION,51.0145,LC,MA
70990069,4700,bin_47_civil_rights_discrimination,THEATER REGULATIONS DISCRIMINATION,2156.005,OC,M*
70990073,300,bin_03_kidnapping,UNL RESTRAINT OF PUBLIC SERVANT,20.02(c)(2)(B),PC,F3
70990075,900,,,,,
70990076,1600,bin_16_theft,ANNUITY/INVEST FOR PUBLIC EMPLOYEES VIOL,6228a,VCS,MA
70990077,4700,bin_47_civil_rights_discrimination,INT/KNOW DISCRIMINATE/DENY MEDICAL SERVICE,311.022(e),HSC,MA
70990133,3100,bin_31_evading_arrest_interferring_false_reporting,DECEPTIVE TRADE PRACTICES REPORTS/EXAMINATION,17.6,BCC,M*
70990134,3100,bin_31_evading_arrest_interferring_false_reporting,DECEPTIVE TRADE CIVIL INVESTIGATIVE DEMANDS,17.61,BCC,M*
70990135,3100,,,,,
70990136,2600,bin_26_elderly_at_risk_adult_endangerment,INTERFER W/RIGHTS OF GUARDIAN OF WARD,25.1,PC,FS
70990137,3500,bin_35_violation_orders_conflict_interest_interference_records,DETENTION HEARING STATUS OFFEND/NON OFFENDERS,54.011,FC,MB
70990140,1800,,,,,
70990141,1800,bin_18_unlawful_representation_use,MISREP REGARD ENTITLE TO PRACTICE MEDICINE,165.153(a)(1),OC,F3
70990142,1800,bin_18_unlawful_representation_use,PRACTICE W/OUT NURSING FACILITY ADMIN LICENSE,242.305,HSC,MB
70990143,5500,bin_55_negligence_fail_render_aid,ILLUM AIRCRAFT W/LASER POINTER IMPAIR OPERATOR,42.14(c),PC,MA
70990144,5500,bin_55_negligence_fail_render_aid,ATTACK BY DOG RESULTING IN SBI,822.005(b),HSC,F3
70990145,5500,bin_55_negligence_fail_render_aid,ATTACK BY DOG RESULTING IN DEATH,822.005(b),HSC,F2
70990146,5500,bin_55_negligence_fail_render_aid,HAZING FAILURE TO REPORT,37.152(b),EDC,MB
70990147,5500,bin_55_negligence_fail_render_aid,HAZING,37.152(c),EDC,MB
70990148,5500,bin_55_negligence_fail_render_aid,HAZING CAUSES SERIOUS BODILY INJURY,37.152(d),EDC,MA
70990149,5500,bin_55_negligence_fail_render_aid,HAZING CAUSES DEATH,37.152(e),EDC,FS
70999999,5500,bin_55_negligence_fail_render_aid,CRIMES AGAINST PERSON CLASS C,CLASS C,X,MC
71990001,5600,bin_56_natural_resource_violation,DIVERSION WATER ON INTERNATIONAL STREAM,11.087,WC,M*
71990002,5600,bin_56_natural_resource_violation,ILLEGAL JOHNSON GRASS/RUSSIAN THISTLE SEEDING,11.089,WC,M*
71990009,5600,bin_56_natural_resource_violation,OTHER UNLAWFUL TAKING OF WATER,11.083,WC,M*
71990013,5600,bin_56_natural_resource_violation,INTERFERENCE W/DEL OF WATER UNDER CONTRACT,11.091(a),WC,M*
71990014,5600,bin_56_natural_resource_violation,PROHIBITED EQUIPMENT/ENCLOSURE OIL PROPERTY,88.093,NRC,M*
71990020,5600,bin_56_natural_resource_violation,UNLAWFUL THRASHING PECANS,6143.1,VCS,M*
71990021,5600,bin_56_natural_resource_violation,UNLAWFUL USE OF STATE WATER,11.081,WC,M*
71990022,5600,bin_56_natural_resource_violation,USE OF WATER WORKS DECLARED PUBLIC NUISANCE,11.094,WC,M*
71990033,4300,,,,,
71990037,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,RIDING STABLES REGULATIONS,2053.038,OC,MB
71990038,5500,bin_55_negligence_fail_render_aid,FIRE MARSHALL ORDER FAIL TO COMPLY,775.119,HSC,MB
71990039,4700,bin_47_civil_rights_discrimination,TEXAS MANUFACTURED HOUSING STANDARDS ACT,5221f,VCS,MA
71990040,4900,bin_49_record tampering,DEMOLISHERS RECORDS,683.057,TRC,M*
71990041,4900,bin_49_record tampering,MUNICIPAL PERMISSION FOR GROUND TRANSPORT,22.027,TRC,MB
71990042,4900,bin_49_record tampering,MUNICIPAL JOINT BOARD PERM GROUND TRANSPORT,22.0815,TRC,MB
71990043,3900,bin_39_riot_obstruction_disorderly_conduct,INTERFER RAILROAD PROPERTY,28.07(c),PC,MB
71990044,3900,bin_39_riot_obstruction_disorderly_conduct,INTERFER RAILROAD PROPERTY CAUSES BI,28.07(c),PC,F3
71999999,3900,bin_39_riot_obstruction_disorderly_conduct,PROPERTY CRIME CLASS C,CLASS C,X,MC
72010001,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,CRUELTY NON-LIVESTK ANIM:KILL/POISON/SBI,42.092(c-1),PC,F3
72010002,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,CRUELTY NON-LVSTK ANIM:KILL/PSON/SBI PREV CONV,42.092(c-1),PC,F2
72010003,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,CRUELTY NON-LIVESTK ANIM:FIGHT/LURE,42.092(c-2),PC,FS
72010004,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,CRUELTY NON-LIVESTK ANIM:FIGHT/LURE PREV CONV,42.092(c-2),PC,F3
72990008,5700,bin_57_slander,SLANDER/LIBEL AGAINST SAVINGS AND LOAN ASSOC,89.101(b),FNC,FS
72990013,400,bin_04_sexual_assault,LEWD/IMMORAL/INDECENT CONDUCT,104.01,ABC,M*
72990016,4500,bin_45_health_code,PURCHASE/SALE OF HUMAN ORGANS,48.02,PC,MA
72990017,2400,bin_24_child_endangerment,SALE OR PURCHASE OF CHILD,25.08,PC,F3
72990018,2400,bin_24_child_endangerment,ADVERTISING PLACEMENT OF CHILD,25.09(c),PC,MA
72990019,2400,bin_24_child_endangerment,ADVERTISING PLACEMENT OF CHILD W/PREV CONVIC,25.09(c),PC,F3
72990020,2100,bin_21_vandalism,DESECRATION OF CEMETERY,711.0311,HSC,F3
72990021,600,bin_06_assault,USE OF INSULTING/THREATENING/OBSCENE LANGUAGE,101.153,LC,MB
72990023,4800,bin_48_trespassing,BREACH OF PEACE RETAIL ESTABLISHMENT,69.13,ABC,M*
72990024,4300,,,,,
72990026,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,NEGLECT BY GUARD DOG COMPANY,1702.385,OC,MA
72990027,4500,bin_45_health_code,UNAUTH RELEASE OF SPECIMEN,160.511,FC,MA
72990029,700,bin_07_coercion_politics,SOLICIT ACCEPT REFERRAL FEES OR GIFT BY JUDGE,33.051,GC,MB
72990030,4900,bin_49_record tampering,FAIL PROVIDE NOTICE OF DEATH RESIDENT/INSTITUT,38.19,PC,MB
72990031,2400,bin_24_child_endangerment,SELL OR PURCHASE CHILD FOR SEXUAL PERFORMANCE,25.08(c),PC,F2
72990035,5700,bin_57_slander,SLANDER OR LIBEL AGAINST SAVINGS BANK,119.202(b),FNC,FS
72990036,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,DOG FIGHT: PARTICIP IN EARNINGS/ PROVIDE BLDG,42.10(e),PC,FS
72990037,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,DOG FIGHT: OWNS/POSS DOG FIGHTING EQUIPMENT,42.10(e),PC,MA
72990038,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,DOG FIGHT: OWNS/TRAIN DOG IN FIGHT/A SPECTATOR,42.10(e),PC,MA
72990039,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,CRUELTY TO LIVESTOCK ANIM NEGLECT/OVERWORK,42.09(c),PC,MA
72990040,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,CRUELTY TO LIVESTOCK ANIM N/O W/2 PREV CONV,42.09(c),PC,FS
72990041,5800,bin_58_marriage_court,PARENTAL CONSENT FOR MARRIAGE,2.102(g),FC,MA
72990042,5800,bin_58_marriage_court,PARENT/GUARDIAN CONSENT FOR MARRIAGE UNDER 16,2.102(h),FC,F3
72990043,5800,bin_58_marriage_court,CONDUCT MARRIAGE CEREMONY W/O AUTHORIZATION,2.202(c),FC,MA
72990044,5800,bin_58_marriage_court,CONDUCT MARRIAGE CEREMONY OF A MINOR,2.202(d),FC,F3
72990045,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,CRUELTY TO LIVESTOCK ANIMALS PHYSICAL ABUSE,42.09(c),PC,FS
72990046,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,CRUELTY TO LIVESTOCK ANIM PA W/2 PREV CONV,42.09(c),PC,F3
72990047,5900,bin_59_indecency_lewdness,PUBLIC LEWDNESS,21.07(b),PC,MA
72999999,5900,bin_59_indecency_lewdness,MORALS AND DECENCY CLASS C,CLASS C,X,MC
73030000,6200,,,,,
73990000,6200,,,,,
73990002,4400,bin_44_produce_agriculture_infectious_disease,CITRUS FRUIT STANDARDIZED/INSPECTION CERT VIOL,93.061(1),AGC,MB
73990003,4400,bin_44_produce_agriculture_infectious_disease,UNLAWFUL RESIGNATION OR RETIREMENT,143.088(b),LGC,MA
73990006,4400,bin_44_produce_agriculture_infectious_disease,LIVESTOCK AUCTION COMMISSION MERCHANT W/O BOND,147.061(b),AGC,M*
73990007,4400,bin_44_produce_agriculture_infectious_disease,LIVESTOCK COMMISSION MERCHANT W/O BOND,147.061(a),AGC,F*
73990021,4400,bin_44_produce_agriculture_infectious_disease,APPRAISAL REVIEW BOARD ELIGIBILITY VIOLATION,6.412(b),TC,MB
73990024,4400,bin_44_produce_agriculture_infectious_disease,COMPETITIVE BIDDING REQ PURCHASED/CONTRACTS,60.404,WC,MB
73990028,4400,bin_44_produce_agriculture_infectious_disease,GOING OUT OF BUSINESS SALE VIOLATION,17.90(b),BCC,MA
73990039,4400,bin_44_produce_agriculture_infectious_disease,CONTEMPT OF MEAT/POULTRY ACT,433.09,HSC,M*
73990055,4400,bin_44_produce_agriculture_infectious_disease,DISTB COMM FERT W/O REG/LABEL/INSP/FEE ENH,63.144,AGC,MB
73990057,6000,bin_60_civil_permitting,FAIL TO PROVIDE UTILITIES/GAS/WATER/SEWER SD,232.036(b),LGC,MA
73990060,6000,bin_60_civil_permitting,FAIL TO FILE PLAT 5+ INHABITED,232.036(c),LGC,FS
73990062,6000,bin_60_civil_permitting,ALLOW CONVEYANCE OF LOT W/O UTILITIES,232.036(d),LGC,MA
73990068,6000,bin_60_civil_permitting,CREDIT SERVICES ORGANIZATION VIOLATION,393.501(b),FNC,MB
73990082,6000,bin_60_civil_permitting,FAIL GIVE NOTICE OBTAIN SANIT/ENVIRO PERMIT,382.056(a),HSC,M*
73990085,6000,bin_60_civil_permitting,FAIL OR REFUSE TO NOTIFY OF CLOSING FACILITY,242.1,HSC,MA
73990089,6000,bin_60_civil_permitting,CONTEST AND GIFT GIVEAWAY VIOLATION,621.251(b),BCC,MB
73990095,6000,bin_60_civil_permitting,FAIL TO FILE STATEMENT OF PRIVATE BANK,548d,VCS,M*
73990098,4600,bin_46_haz_mat_waste,OIL SPILL PREVENTION/RESPONSE ACT,40.251(a),NRC,MA
73990104,6100,bin_61_business_license_permitting,FAIL TO KEEP RECORDS BY DISTRIBUTOR LICENSEE,64.04,ABC,M*
73990105,6100,bin_61_business_license_permitting,FAIL TO KEEP RECORDS BY MANUFACTURE LICENSEE,62.05,ABC,M*
73990108,6100,bin_61_business_license_permitting,CONTEST AND GIFT GIVEAWAY VIOLATION 2ND W/I 5Y,621.251(c)(1),BCC,MA
73990111,6100,bin_61_business_license_permitting,CARGO MANIFEST REQUIREMENTS,114.102(a)(3),NRC,F3
73990112,6100,bin_61_business_license_permitting,CONTEST AND GIFT GIVEAWAY VIOLATION 3RD W/I 5Y,621.251(c)(2),BCC,F3
73990113,6100,bin_61_business_license_permitting,CONSTRUCTION STANDARDS SHOOTING RANGE W/PREV,756.042,HSC,MA
73990125,4900,bin_49_record tampering,FAIL TO REPORT TDC INMATE DEATH,501.055(b),GC,M*
73990127,6100,bin_61_business_license_permitting,FAILURE TO FILE AFFIDAVIT ON SOLVENCY,548c,VCS,M*
73990133,3800,bin_38_explosive_bomb,SELL/TAMPER/FALSE ID WITH AMMONIUM NITRATE,63.157(d),AGC,MA
73990136,6100,bin_61_business_license_permitting,FAIL TO OBTAIN/MAINTAIN OPER LIC/CONSTR PERMIT,144.08,HSC,M*
73990149,6100,bin_61_business_license_permitting,ILL INTEREST IN CONTRACT OF NAVIGATION DIST,61.119,WC,M*
73990150,6100,bin_61_business_license_permitting,ILLEGAL INTEREST IN DRAINAGE CONTRACT,56.135,WC,M*
73990151,6100,bin_61_business_license_permitting,ILLEGAL PREFERENCE IN TRANSPORTATION,4015f,VCS,M*
73990162,6100,bin_61_business_license_permitting,MARKET CULTUR REDFSH/SPECKELD SEATROUT W/O LIC,134.019,AGC,MB
73990163,6100,bin_61_business_license_permitting,MINES/MINING CORPORATE PERMITEE VIOLATION,131.268,NRC,M*
73990167,6100,bin_61_business_license_permitting,LAND SURVEYORS REGULATIONS,1071.504(c),OC,MB
73990168,6100,bin_61_business_license_permitting,APPRAISAL MANAGEMENT W/O REGISTRATION,1104.253(b),OC,MA
73990173,6100,bin_61_business_license_permitting,OPER BUSINESS BESIDES SLAUGHTER HOUSE W/O REGI,433.054,HSC,M*
73990174,6100,bin_61_business_license_permitting,OPER FEDERAL SANIT/ENVIRO SOURCE W/O PERM,382.054,HSC,M*
73990175,6100,bin_61_business_license_permitting,OPER FERRY/OTHER WATER TRANSP W/O PERMIT,55.247,WC,M*
73990176,6100,bin_61_business_license_permitting,OPER FOOD/DRUG/COSMETIC SALVAGE OPER W/O LIC,432.019(a),HSC,MA
73990177,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,COCKFIGHTING: CAUSES OR EARNS,42.105(g),PC,FS
73990181,6100,bin_61_business_license_permitting,OPERATE A SPECIAL CARE FACILITY W/O LICENSE,248.055,HSC,MB
73990182,6100,bin_61_business_license_permitting,OPERATE CHILD CARE FACILITY W/O LICENSE,42.041(a),HRC,MB
73990183,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,COCKFIGHTING: SPACE/OWNS/TRAINS/EQUIPS,42.105(g),PC,MA
73990185,6100,bin_61_business_license_permitting,OPER DRUG TREATMENT FACILITY W/O LICENSE,464.016(a),HSC,MA
73990186,6100,bin_61_business_license_permitting,OPER DRUG TREATMENT PROGRAM W/O PERM,466.044(a),HSC,MA
73990189,6100,bin_61_business_license_permitting,COCKFIGHTING: SPECTATOR W/PREV CONV,42.105(g),PC,MA
73990191,6100,bin_61_business_license_permitting,TRANSPORT HOUSE GOODS W/O REG PREV CONV,643.253(e)(1),TRC,MB
73990199,6100,bin_61_business_license_permitting,PASSAGE FROM CNTRL OF PRODUCER W/O AMOUNT,88.052,NRC,MA
73990200,6100,bin_61_business_license_permitting,PASSAGE FROM CNTRL OF PRODUC W/O AMOUNT ENH,88.052,NRC,F3
73990204,6100,bin_61_business_license_permitting,REQUIRED DISCLOSURE OF LEGISLATIVE ADVERTISING,305.027,GC,MA
73990219,6100,bin_61_business_license_permitting,TRANSPORT HOUSE GOODS W/O REG 2+ PREV CONV,643.253(e)(2),TRC,MA
73990230,6100,,,,,
73990234,6100,bin_61_business_license_permitting,PRACTICE PROFESSIONAL LAND SURVEY W/O LICENSE,5282c(23)(3c)(1),VCS,MB
73990236,6100,bin_61_business_license_permitting,PROH EVASION/PREV OF ACCURATE MEASUREMENT,88.053,NRC,MA
73990237,6100,bin_61_business_license_permitting,PROH EVASION/PREV OF ACCURATE MEASUREMENT ENH,88.053,NRC,F3
73990238,6100,bin_61_business_license_permitting,PROHIBITED ACTS BY FORMER OFFICERS/EMPLOYEES,534.007(a),HSC,MA
73990248,6100,bin_61_business_license_permitting,NONREPAIRABLE AND SALVAGE MOTOR VEHICLE VIOL,501.157(b),TRC,MA
73990253,6100,bin_61_business_license_permitting,SALE OF PERMANENT WATER RIGHT W/O PERMIT,11.084,WC,M*
73990255,6100,bin_61_business_license_permitting,SALE OF SECOND HAND WATCHES W/O INVOICE,17.2,BCC,M*
73990272,6100,bin_61_business_license_permitting,TAMPER W/OIL/GAS RIGS TO LIMIT/CONTROL OPER,85.389(a),NRC,F3
73990277,4900,bin_49_record tampering,TAMPERING W/CONSUMER PRODUCT,22.09(b),PC,F2
73990278,4900,bin_49_record tampering,TAMPERING W/CONSUMER PRODUCT SBI,22.09(b),PC,F1
73990279,4900,bin_49_record tampering,TAMPERING W/CONSUMER PRODUCT THREAT,22.09(c),PC,F3
73990280,4900,,,,,
73990286,3900,bin_39_riot_obstruction_disorderly_conduct,OBSTRCT HINDR IMPDE INTERF W/PROP SEIZURE/SALE,111.017(c),TC,MA
73990300,4900,bin_49_record tampering,UNLAWFUL DISCLOSURE INFO FROM COMMS OF HEALTH,433.093,HSC,M*
73990302,6100,bin_61_business_license_permitting,SALE OF SPELEOTHEMS,201.042(a),NRC,MB
73990303,1700,bin_17_abuse_of_position,MISLEAD USE OF OFFICE TITLE,255.006,EC,MA
